"scientificname","group","basetree","Species_Name","tiplabel","gen","fam","ord","clade","higher","MSW3_sciName_matched","genes","extinct.","samp","PC"
"Nyctimene sanctacrucis","Mammals","mammaltree","Nyctimene_sanctacrucis","Nyctimene_sanctacrucis_PTEROPODIDAE_CHIROPTERA","Nyctimene","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Nyctimene_sanctacrucis",0,0,"imputed","PC19_Yinpterochiroptera"
"Nyctimene vizcaccia","Mammals","mammaltree","Nyctimene_vizcaccia","Nyctimene_vizcaccia_PTEROPODIDAE_CHIROPTERA","Nyctimene","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Nyctimene_vizcaccia",5,0,"sampled","PC19_Yinpterochiroptera"
"Nyctinomops aurispinosus","Mammals","mammaltree","Nyctinomops_aurispinosus","Nyctinomops_aurispinosus_MOLOSSIDAE_CHIROPTERA","Nyctinomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctinomops_aurispinosus",3,0,"sampled","PC17_VespertilionidRelated"
"Nyctinomops femorosaccus","Mammals","mammaltree","Nyctinomops_femorosaccus","Nyctinomops_femorosaccus_MOLOSSIDAE_CHIROPTERA","Nyctinomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctinomops_femorosaccus",4,0,"sampled","PC17_VespertilionidRelated"
"Nyctinomops kalinowskii","Mammals","mammaltree","Nyctinomops_kalinowskii","Nyctinomops_kalinowskii_MOLOSSIDAE_CHIROPTERA","Nyctinomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Mormopterus_kalinowskii",0,0,"imputed","PC17_VespertilionidRelated"
"Nyctinomops laticaudatus","Mammals","mammaltree","Nyctinomops_laticaudatus","Nyctinomops_laticaudatus_MOLOSSIDAE_CHIROPTERA","Nyctinomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctinomops_laticaudatus",2,0,"sampled","PC17_VespertilionidRelated"
"Nyctinomops macrotis","Mammals","mammaltree","Nyctinomops_macrotis","Nyctinomops_macrotis_MOLOSSIDAE_CHIROPTERA","Nyctinomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctinomops_macrotis",4,0,"sampled","PC17_VespertilionidRelated"
"Nyctophilus arnhemensis","Mammals","mammaltree","Nyctophilus_arnhemensis","Nyctophilus_arnhemensis_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_arnhemensis",1,0,"sampled","PC17_VespertilionidRelated"
"Nyctophilus bifax","Mammals","mammaltree","Nyctophilus_bifax","Nyctophilus_bifax_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_bifax",0,0,"imputed","PC17_VespertilionidRelated"
"Nyctophilus corbeni","Mammals","mammaltree","Nyctophilus_corbeni","Nyctophilus_corbeni_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Nyctophilus geoffroyi","Mammals","mammaltree","Nyctophilus_geoffroyi","Nyctophilus_geoffroyi_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_geoffroyi",0,0,"imputed","PC17_VespertilionidRelated"
"Nyctophilus gouldi","Mammals","mammaltree","Nyctophilus_gouldi","Nyctophilus_gouldi_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_gouldi",0,0,"imputed","PC17_VespertilionidRelated"
"Nyctophilus heran","Mammals","mammaltree","Nyctophilus_heran","Nyctophilus_heran_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_heran",0,0,"imputed","PC17_VespertilionidRelated"
"Nyctophilus howensis","Mammals","mammaltree","Nyctophilus_howensis","Nyctophilus_howensis_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_howensis",0,0,"imputed","PC17_VespertilionidRelated"
"Nyctophilus microdon","Mammals","mammaltree","Nyctophilus_microdon","Nyctophilus_microdon_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_microdon",0,0,"imputed","PC17_VespertilionidRelated"
"Nyctophilus microtis","Mammals","mammaltree","Nyctophilus_microtis","Nyctophilus_microtis_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_microtis",0,0,"imputed","PC17_VespertilionidRelated"
"Nyctophilus nebulosus","Mammals","mammaltree","Nyctophilus_nebulosus","Nyctophilus_nebulosus_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_nebulosus",0,0,"imputed","PC17_VespertilionidRelated"
"Nyctophilus sherrini","Mammals","mammaltree","Nyctophilus_sherrini","Nyctophilus_sherrini_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Nyctophilus shirleyae","Mammals","mammaltree","Nyctophilus_shirleyae","Nyctophilus_shirleyae_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Nyctophilus timoriensis","Mammals","mammaltree","Nyctophilus_timoriensis","Nyctophilus_timoriensis_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_timoriensis",0,0,"imputed","PC17_VespertilionidRelated"
"Nyctophilus walkeri","Mammals","mammaltree","Nyctophilus_walkeri","Nyctophilus_walkeri_VESPERTILIONIDAE_CHIROPTERA","Nyctophilus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Nyctophilus_walkeri",0,0,"imputed","PC17_VespertilionidRelated"
"Otomops formosus","Mammals","mammaltree","Otomops_formosus","Otomops_formosus_MOLOSSIDAE_CHIROPTERA","Otomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Otomops_formosus",0,0,"imputed","PC17_VespertilionidRelated"
"Otomops johnstonei","Mammals","mammaltree","Otomops_johnstonei","Otomops_johnstonei_MOLOSSIDAE_CHIROPTERA","Otomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Otomops_johnstonei",0,0,"imputed","PC17_VespertilionidRelated"
"Otomops madagascariensis","Mammals","mammaltree","Otomops_madagascariensis","Otomops_madagascariensis_MOLOSSIDAE_CHIROPTERA","Otomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Otomops_madagascariensis",3,0,"sampled","PC17_VespertilionidRelated"
"Otomops martiensseni","Mammals","mammaltree","Otomops_martiensseni","Otomops_martiensseni_MOLOSSIDAE_CHIROPTERA","Otomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Otomops_martiensseni",5,0,"sampled","PC17_VespertilionidRelated"
"Otomops papuensis","Mammals","mammaltree","Otomops_papuensis","Otomops_papuensis_MOLOSSIDAE_CHIROPTERA","Otomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Otomops_papuensis",0,0,"imputed","PC17_VespertilionidRelated"
"Otomops secundus","Mammals","mammaltree","Otomops_secundus","Otomops_secundus_MOLOSSIDAE_CHIROPTERA","Otomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Otomops_secundus",0,0,"imputed","PC17_VespertilionidRelated"
"Otomops wroughtoni","Mammals","mammaltree","Otomops_wroughtoni","Otomops_wroughtoni_MOLOSSIDAE_CHIROPTERA","Otomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Otomops_wroughtoni",2,0,"sampled","PC17_VespertilionidRelated"
"Otonycteris hemprichii","Mammals","mammaltree","Otonycteris_hemprichii","Otonycteris_hemprichii_VESPERTILIONIDAE_CHIROPTERA","Otonycteris","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Otonycteris_hemprichii",2,0,"sampled","PC17_VespertilionidRelated"
"Otopteropus cartilagonodus","Mammals","mammaltree","Otopteropus_cartilagonodus","Otopteropus_cartilagonodus_PTEROPODIDAE_CHIROPTERA","Otopteropus","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Otopteropus_cartilagonodus",6,0,"sampled","PC19_Yinpterochiroptera"
"Paracoelops megalotis","Mammals","mammaltree","Paracoelops_megalotis","Paracoelops_megalotis_HIPPOSIDERIDAE_CHIROPTERA","Paracoelops","HIPPOSIDERIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Paracoelops_megalotis",0,0,"imputed","PC19_Yinpterochiroptera"
"Paranyctimene raptor","Mammals","mammaltree","Paranyctimene_raptor","Paranyctimene_raptor_PTEROPODIDAE_CHIROPTERA","Paranyctimene","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Paranyctimene_raptor",1,0,"sampled","PC19_Yinpterochiroptera"
"Paranyctimene tenax","Mammals","mammaltree","Paranyctimene_tenax","Paranyctimene_tenax_PTEROPODIDAE_CHIROPTERA","Paranyctimene","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Paranyctimene_tenax",0,0,"imputed","PC19_Yinpterochiroptera"
"Parastrellus hesperus","Mammals","mammaltree","Parastrellus_hesperus","Parastrellus_hesperus_VESPERTILIONIDAE_CHIROPTERA","Parastrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Pipistrellus_hesperus",2,0,"sampled","PC17_VespertilionidRelated"
"Paratriaenops auritus","Mammals","mammaltree","Paratriaenops_auritus","Paratriaenops_auritus_HIPPOSIDERIDAE_CHIROPTERA","Paratriaenops","HIPPOSIDERIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Triaenops_auritus",9,0,"sampled","PC19_Yinpterochiroptera"
"Paratriaenops furculus","Mammals","mammaltree","Paratriaenops_furculus","Paratriaenops_furculus_HIPPOSIDERIDAE_CHIROPTERA","Paratriaenops","HIPPOSIDERIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Triaenops_furculus",9,0,"sampled","PC19_Yinpterochiroptera"
"Paratriaenops pauliani","Mammals","mammaltree","Paratriaenops_pauliani","Paratriaenops_pauliani_HIPPOSIDERIDAE_CHIROPTERA","Paratriaenops","HIPPOSIDERIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria",NA,0,0,"imputed","PC19_Yinpterochiroptera"
"Penthetor lucasi","Mammals","mammaltree","Penthetor_lucasi","Penthetor_lucasi_PTEROPODIDAE_CHIROPTERA","Penthetor","PTEROPODIDAE","CHIROPTERA","Yinpterochiroptera","Laurasiatheria","Penthetor_lucasi",6,0,"sampled","PC19_Yinpterochiroptera"
"Peropteryx kappleri","Mammals","mammaltree","Peropteryx_kappleri","Peropteryx_kappleri_EMBALLONURIDAE_CHIROPTERA","Peropteryx","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Peropteryx_kappleri",5,0,"sampled","PC18_EmballonuridRelated"
"Peropteryx leucoptera","Mammals","mammaltree","Peropteryx_leucoptera","Peropteryx_leucoptera_EMBALLONURIDAE_CHIROPTERA","Peropteryx","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Peropteryx_leucoptera",2,0,"sampled","PC18_EmballonuridRelated"
"Peropteryx macrotis","Mammals","mammaltree","Peropteryx_macrotis","Peropteryx_macrotis_EMBALLONURIDAE_CHIROPTERA","Peropteryx","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Peropteryx_macrotis",3,0,"sampled","PC18_EmballonuridRelated"
"Peropteryx pallidoptera","Mammals","mammaltree","Peropteryx_pallidoptera","Peropteryx_pallidoptera_EMBALLONURIDAE_CHIROPTERA","Peropteryx","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC18_EmballonuridRelated"
"Peropteryx trinitatis","Mammals","mammaltree","Peropteryx_trinitatis","Peropteryx_trinitatis_EMBALLONURIDAE_CHIROPTERA","Peropteryx","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Peropteryx_trinitatis",2,0,"sampled","PC18_EmballonuridRelated"
"Pharotis imogene","Mammals","mammaltree","Pharotis_imogene","Pharotis_imogene_VESPERTILIONIDAE_CHIROPTERA","Pharotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Pharotis_imogene",0,0,"imputed","PC17_VespertilionidRelated"
"Philetor brachypterus","Mammals","mammaltree","Philetor_brachypterus","Philetor_brachypterus_VESPERTILIONIDAE_CHIROPTERA","Philetor","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Philetor_brachypterus",3,0,"sampled","PC17_VespertilionidRelated"
"Phoniscus aerosa","Mammals","mammaltree","Phoniscus_aerosa","Phoniscus_aerosa_VESPERTILIONIDAE_CHIROPTERA","Phoniscus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Phoniscus_aerosa",0,0,"imputed","PC17_VespertilionidRelated"
"Phoniscus atrox","Mammals","mammaltree","Phoniscus_atrox","Phoniscus_atrox_VESPERTILIONIDAE_CHIROPTERA","Phoniscus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Phoniscus_atrox",0,0,"imputed","PC17_VespertilionidRelated"
"Phoniscus jagorii","Mammals","mammaltree","Phoniscus_jagorii","Phoniscus_jagorii_VESPERTILIONIDAE_CHIROPTERA","Phoniscus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Phoniscus_jagorii",0,0,"imputed","PC17_VespertilionidRelated"
"Phoniscus papuensis","Mammals","mammaltree","Phoniscus_papuensis","Phoniscus_papuensis_VESPERTILIONIDAE_CHIROPTERA","Phoniscus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Phoniscus_papuensis",0,0,"imputed","PC17_VespertilionidRelated"
"Phylloderma stenops","Mammals","mammaltree","Phylloderma_stenops","Phylloderma_stenops_PHYLLOSTOMIDAE_CHIROPTERA","Phylloderma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Phylloderma_stenops",7,0,"sampled","PC16_PhyllostomidRelated"
"Phyllonycteris aphylla","Mammals","mammaltree","Phyllonycteris_aphylla","Phyllonycteris_aphylla_PHYLLOSTOMIDAE_CHIROPTERA","Phyllonycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Phyllonycteris_aphylla",2,0,"sampled","PC16_PhyllostomidRelated"
"Phyllonycteris poeyi","Mammals","mammaltree","Phyllonycteris_poeyi","Phyllonycteris_poeyi_PHYLLOSTOMIDAE_CHIROPTERA","Phyllonycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Phyllonycteris_poeyi",10,0,"sampled","PC16_PhyllostomidRelated"
"Phyllops falcatus","Mammals","mammaltree","Phyllops_falcatus","Phyllops_falcatus_PHYLLOSTOMIDAE_CHIROPTERA","Phyllops","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Phyllops_falcatus",3,0,"sampled","PC16_PhyllostomidRelated"
"Phyllostomus discolor","Mammals","mammaltree","Phyllostomus_discolor","Phyllostomus_discolor_PHYLLOSTOMIDAE_CHIROPTERA","Phyllostomus","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Phyllostomus_discolor",9,0,"sampled","PC16_PhyllostomidRelated"
"Phyllostomus elongatus","Mammals","mammaltree","Phyllostomus_elongatus","Phyllostomus_elongatus_PHYLLOSTOMIDAE_CHIROPTERA","Phyllostomus","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Phyllostomus_elongatus",6,0,"sampled","PC16_PhyllostomidRelated"
"Phyllostomus hastatus","Mammals","mammaltree","Phyllostomus_hastatus","Phyllostomus_hastatus_PHYLLOSTOMIDAE_CHIROPTERA","Phyllostomus","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Phyllostomus_hastatus",8,0,"sampled","PC16_PhyllostomidRelated"
"Phyllostomus latifolius","Mammals","mammaltree","Phyllostomus_latifolius","Phyllostomus_latifolius_PHYLLOSTOMIDAE_CHIROPTERA","Phyllostomus","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Phyllostomus_latifolius",1,0,"sampled","PC16_PhyllostomidRelated"
"Pipistrellus abramus","Mammals","mammaltree","Pipistrellus_abramus","Pipistrellus_abramus_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Pipistrellus_abramus",6,0,"sampled","PC17_VespertilionidRelated"
"Pipistrellus adamsi","Mammals","mammaltree","Pipistrellus_adamsi","Pipistrellus_adamsi_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Pipistrellus_adamsi",0,0,"imputed","PC17_VespertilionidRelated"
"Pipistrellus aero","Mammals","mammaltree","Pipistrellus_aero","Pipistrellus_aero_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Pipistrellus_aero",0,0,"imputed","PC17_VespertilionidRelated"
"Pipistrellus alaschanicus","Mammals","mammaltree","Pipistrellus_alaschanicus","Pipistrellus_alaschanicus_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,2,0,"sampled","PC17_VespertilionidRelated"
"Pipistrellus angulatus","Mammals","mammaltree","Pipistrellus_angulatus","Pipistrellus_angulatus_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Pipistrellus_angulatus",0,0,"imputed","PC17_VespertilionidRelated"
"Pipistrellus anthonyi","Mammals","mammaltree","Pipistrellus_anthonyi","Pipistrellus_anthonyi_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Pipistrellus arabicus","Mammals","mammaltree","Pipistrellus_arabicus","Pipistrellus_arabicus_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Pipistrellus ariel","Mammals","mammaltree","Pipistrellus_ariel","Pipistrellus_ariel_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC17_VespertilionidRelated"
"Pipistrellus cadornae","Mammals","mammaltree","Pipistrellus_cadornae","Pipistrellus_cadornae_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,4,0,"sampled","PC17_VespertilionidRelated"
"Pipistrellus ceylonicus","Mammals","mammaltree","Pipistrellus_ceylonicus","Pipistrellus_ceylonicus_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Pipistrellus_ceylonicus",1,0,"sampled","PC17_VespertilionidRelated"
"Pipistrellus collinus","Mammals","mammaltree","Pipistrellus_collinus","Pipistrellus_collinus_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Pipistrellus_collinus",0,0,"imputed","PC17_VespertilionidRelated"
"Pipistrellus coromandra","Mammals","mammaltree","Pipistrellus_coromandra","Pipistrellus_coromandra_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Pipistrellus_coromandra",3,0,"sampled","PC17_VespertilionidRelated"
"Pipistrellus crassulus","Mammals","mammaltree","Pipistrellus_crassulus","Pipistrellus_crassulus_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC17_VespertilionidRelated"
"Pipistrellus deserti","Mammals","mammaltree","Pipistrellus_deserti","Pipistrellus_deserti_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Pipistrellus_deserti",2,0,"sampled","PC17_VespertilionidRelated"
"Pipistrellus eisentrauti","Mammals","mammaltree","Pipistrellus_eisentrauti","Pipistrellus_eisentrauti_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,3,0,"sampled","PC17_VespertilionidRelated"
"Pipistrellus endoi","Mammals","mammaltree","Pipistrellus_endoi","Pipistrellus_endoi_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Pipistrellus_endoi",0,0,"imputed","PC17_VespertilionidRelated"
"Pipistrellus hanaki","Mammals","mammaltree","Pipistrellus_hanaki","Pipistrellus_hanaki_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,"sampled","PC17_VespertilionidRelated"
"Pipistrellus hesperidus","Mammals","mammaltree","Pipistrellus_hesperidus","Pipistrellus_hesperidus_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Pipistrellus_hesperidus",4,0,"sampled","PC17_VespertilionidRelated"
"Pipistrellus imbricatus","Mammals","mammaltree","Pipistrellus_imbricatus","Pipistrellus_imbricatus_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Pipistrellus inexspectatus","Mammals","mammaltree","Pipistrellus_inexspectatus","Pipistrellus_inexspectatus_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Pipistrellus_inexspectatus",0,0,"imputed","PC17_VespertilionidRelated"
"Pipistrellus javanicus","Mammals","mammaltree","Pipistrellus_javanicus","Pipistrellus_javanicus_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Pipistrellus_javanicus",3,0,"sampled","PC17_VespertilionidRelated"
"Pipistrellus joffrei","Mammals","mammaltree","Pipistrellus_joffrei","Pipistrellus_joffrei_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Pipistrellus kitcheneri","Mammals","mammaltree","Pipistrellus_kitcheneri","Pipistrellus_kitcheneri_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Pipistrellus kuhlii","Mammals","mammaltree","Pipistrellus_kuhlii","Pipistrellus_kuhlii_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Pipistrellus_kuhlii",4,0,"sampled","PC17_VespertilionidRelated"
"Pipistrellus lophurus","Mammals","mammaltree","Pipistrellus_lophurus","Pipistrellus_lophurus_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
"Pipistrellus macrotis","Mammals","mammaltree","Pipistrellus_macrotis","Pipistrellus_macrotis_VESPERTILIONIDAE_CHIROPTERA","Pipistrellus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,"imputed","PC17_VespertilionidRelated"
